Prediction,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,Orbital Period,koi_period_err1,koi_time0bk,koi_time0bk_err1,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_depth,koi_depth_err1,Planet Radius,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,Stellar Radius,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,tda_entropy_dim0,tda_entropy_dim1,tda_total_dim0,tda_total_dim1
2,0,1,1,0,3.341913228,9.953e-06,171.63943,0.00247,1.213,11.28,-0.141,3.813,0.12,725.3,21.3,21.55,3.54,-1.89,1032.0,268.67,145.91,-70.67,39.0,5295.0,175.0,-159.0,4.551,0.049,-0.105,0.811,0.133,-0.071,292.31595,38.27029,15.629,4.83186649905757,2.4898852319803697,38.99706190824509,1.4183940887451172
2,0,0,1,0,1.626630225,1.015e-06,169.820171,0.000487,1.26,4.827,-0.043,2.1145,0.0285,1620.6,19.0,32.43,9.0,-4.83,1547.0,1355.88,1105.99,-486.6,103.6,5735.0,155.0,-172.0,4.41,0.124,-0.186,0.973,0.27,-0.145,294.36819,38.31028,15.279,4.801099940120893,2.493499923937917,26.447126410901546,0.6975381374359131
1,0,0,0,0,2.711504086,3.8e-06,170.03417,0.00111,0.023,0.405,-0.023,3.0099,0.0423,837.5,14.5,3.12,1.02,-0.34,1420.0,960.79,931.74,-309.76,64.5,6214.0,174.0,-239.0,4.442,0.054,-0.216,1.076,0.353,-0.118,291.65353,38.494659,15.541,4.843355764462376,3.3143112823856566,23.953758090734482,0.9429022073745728
1,0,0,0,0,7.21203748,1.553e-05,172.81782,0.00163,0.012,0.394,-0.012,4.0491,0.058,950.4,19.5,3.32,1.09,-0.36,1025.0,260.58,252.7,-84.01,51.5,6214.0,174.0,-239.0,4.442,0.054,-0.216,1.076,0.353,-0.118,291.65353,38.494659,15.541,4.84201968203757,3.7197184255031535,23.437623411417007,1.0134270787239075
2,0,0,0,1,14.1798187,0.0001643,171.50237,0.0076,0.1601,0.2975,-0.16,2.505,0.315,459.9,51.9,1.88,0.71,-0.14,711.0,60.35,67.75,-14.34,11.2,5799.0,161.0,-168.0,4.539,0.027,-0.275,0.878,0.333,-0.065,291.0448,51.321671,15.727,4.776045164649301,1.4100670759286478,36.06281787157059,0.20909345149993896
1,0,0,0,0,8.47237911,1.56e-05,174.16212,0.00149,0.022,0.378,-0.022,2.7245,0.0484,1123.5,26.7,2.59,0.37,-0.22,751.0,75.44,35.44,-19.3,47.6,5354.0,159.0,-159.0,4.587,0.032,-0.104,0.788,0.113,-0.066,296.36652,51.319519,15.339,4.831305744921121,3.62551231333493,26.410390496253967,0.9607004523277283
1,0,0,0,0,60.4189369,0.0005043,181.16367,0.00625,0.094,0.359,-0.094,5.039,0.184,931.3,49.6,2.36,0.34,-0.2,390.0,5.49,2.58,-1.4,20.1,5354.0,159.0,-159.0,4.587,0.032,-0.104,0.788,0.113,-0.066,296.36652,51.319519,15.339,4.83189576231687,3.423900881158399,27.71703153848648,0.8567424416542053
1,0,0,0,0,12.611904345,6.65e-06,180.892284,0.000413,0.55,0.065,-0.128,5.1497,0.0592,6105.6,27.6,7.4,2.2,-0.73,753.0,76.15,66.33,-21.39,277.2,5795.0,156.0,-173.0,4.508,0.039,-0.208,0.919,0.273,-0.091,289.11221,51.737381,15.14,4.845712757942684,3.443636861736832,24.435621440410614,1.0675132870674133
2,0,1,0,0,1.433769925,7.41e-07,170.403536,0.000397,1.268,5.652,-0.123,1.8868,0.0232,1976.3,20.4,46.58,8.01,-8.0,1920.0,3209.29,1411.94,-1136.62,112.6,6017.0,72.0,-90.0,4.22,0.156,-0.117,1.339,0.23,-0.23,290.84369,37.728828,15.122,4.803730160905168,3.2303302469536863,46.445370852947235,1.2615339756011963
2,0,1,1,0,10.31872301,2.846e-05,173.31543,0.00224,1.215,59.52,-0.463,3.836,0.121,871.7,26.4,28.59,8.61,-3.69,876.0,139.26,125.69,-46.77,38.2,5927.0,176.0,-193.0,4.409,0.084,-0.196,1.06,0.319,-0.137,291.84891,37.713501,15.065,4.833036989014432,2.796792166281817,57.06798839569092,1.8150322437286377
1,0,0,0,0,2.539183147,5.073e-06,169.67494,0.0016,0.238,0.198,-0.238,2.4282,0.0559,382.1,11.4,2.06,0.29,-0.28,1332.0,743.09,290.34,-212.44,38.9,5519.0,82.0,-74.0,4.35,0.126,-0.103,1.062,0.154,-0.14,291.43997,37.905659,15.026,4.797672183169116,2.857501087820433,20.783753976225853,0.45357590913772583
1,0,0,0,0,6.770300385,9.537e-06,170.57662,0.00108,0.838,0.083,-0.589,2.0844,0.0454,1304.0,29.7,2.77,0.46,-0.15,812.0,102.87,53.88,-21.24,50.8,5653.0,166.0,-166.0,4.656,0.028,-0.112,0.679,0.112,-0.037,290.87051,38.273628,15.591,4.839265969005424,3.7352116233241626,24.40605801343918,0.9086658954620361
2,0,1,1,1,0.444291966,9.7e-08,169.865406,0.000169,1.258,0.334,-0.141,2.0792,0.0115,10967.0,45.9,27.51,3.46,-1.73,1836.0,2706.26,1149.42,-599.58,299.7,5255.0,156.0,-156.0,4.678,0.028,-0.083,0.636,0.08,-0.04,290.99689,38.28492,15.748,4.827187467426296,2.8005899664459677,35.21539866924286,1.0745337009429932
0,0,0,0,0,10.181584004,6.188e-06,177.141891,0.000483,0.92,0.007,-0.005,3.5089,0.0331,5741.1,53.2,7.73,2.17,-0.72,812.0,102.91,86.75,-28.91,183.6,5988.0,179.0,-197.0,4.541,0.048,-0.192,0.836,0.234,-0.078,291.28195,38.241669,15.657,4.834748127111143,3.4179166082099957,22.846034735441208,0.7833992838859558
1,0,0,0,0,20.06036336,5.839e-05,147.46554,0.00241,0.556,0.323,-0.368,3.3203,0.0754,1494.7,45.1,1.96,0.13,-0.16,361.0,4.0,0.89,-0.9,35.2,3950.0,70.0,-86.0,4.754,0.042,-0.031,0.493,0.033,-0.04,286.07913,39.27832,15.954,4.811688659595561,2.4904584195926094,21.849251687526703,0.48477715253829956
1,0,0,0,0,46.1842039,0.0002654,165.23729,0.0043,0.013,0.415,-0.013,4.758,0.13,1394.7,56.4,1.83,0.12,-0.15,273.0,1.32,0.29,-0.3,26.0,3950.0,70.0,-86.0,4.754,0.042,-0.031,0.493,0.033,-0.04,286.07913,39.27832,15.954,4.80778193899221,2.1101203616561075,22.191733062267303,0.3282504677772522
1,0,0,0,0,23.9800854,0.0002003,147.537,0.00647,0.95,0.004,-0.66,5.351,0.177,104.0,6.5,1.31,0.2,-0.13,649.0,41.94,17.84,-10.73,17.1,5854.0,105.0,-117.0,4.406,0.09,-0.11,1.012,0.154,-0.103,300.86398,44.337551,12.882,4.802015174859491,2.81949787032009,21.68964296579361,0.6682984232902527
1,0,0,0,0,7.82502168,3.89e-05,136.54995,0.00436,0.708,0.234,-0.487,2.186,0.12,520.8,36.4,1.2,0.08,-0.1,494.0,14.05,3.1,-3.19,15.9,3950.0,70.0,-86.0,4.754,0.042,-0.031,0.493,0.033,-0.04,286.07913,39.27832,15.954,4.81107674476513,2.5137531601048413,21.890513241291046,0.5279108881950378
1,0,0,0,0,3.895936525,7.71e-07,170.527552,0.000157,0.524,0.069,-0.237,2.3111,0.0302,8544.8,29.5,7.34,1.53,-0.65,1005.0,241.62,155.31,-64.19,370.8,5557.0,167.0,-167.0,4.592,0.034,-0.136,0.774,0.161,-0.069,294.65524,39.308361,15.725,4.827614022982069,3.4767323668286045,23.15627619624138,0.9974795579910278
1,0,0,0,0,22.36646466,9.761e-05,175.45862,0.00354,0.4,0.066,-0.4,5.228,0.122,986.8,35.1,2.32,0.38,-0.16,536.0,19.45,10.29,-4.56,32.1,5395.0,160.0,-160.0,4.615,0.032,-0.104,0.734,0.122,-0.052,294.71063,39.52174,15.583,4.826288821512207,3.3201683004075333,23.831733256578445,0.9547059535980225
1,0,0,0,0,1.625522174,1.58e-07,170.8266564,7.61e-05,0.076,0.022,-0.076,2.38963,0.00338,7969.0,11.8,9.73,1.41,-1.42,1579.0,1467.41,576.36,-452.24,799.7,5539.0,83.0,-74.0,4.322,0.137,-0.1,1.106,0.161,-0.161,293.87192,38.422939,15.001,4.7836814289490786,2.7205180062059555,22.47300873696804,0.5097415447235107
0,0,0,0,0,19.620346923,3.73e-06,181.881819,0.000148,0.458,0.08,-0.165,2.0038,0.0292,21725.0,85.0,13.6,1.82,-0.92,643.0,40.39,14.34,-7.31,340.5,5710.0,76.0,-85.0,4.492,0.048,-0.112,0.905,0.121,-0.061,293.81619,38.563568,15.562,4.809517462395072,3.1728261487360148,21.985050573945045,0.8521332740783691
2,1,0,1,0,7.544039,0.0001023,171.7982,0.0105,1.175,33.63,-0.911,6.222,0.731,322.6,28.2,17.47,4.12,-1.65,838.0,116.46,81.18,-31.91,14.2,5657.0,152.0,-169.0,4.567,0.038,-0.152,0.824,0.194,-0.078,293.94116,38.601101,15.559,4.808620874733158,2.892585026728114,59.76646101474762,1.5316872596740723
1,0,0,0,0,9.02930689,1.648e-05,177.20422,0.00142,0.024,0.401,-0.024,3.1449,0.0528,1019.8,21.9,2.57,0.44,-0.26,757.0,77.75,43.01,-22.28,53.9,5349.0,167.0,-167.0,4.526,0.063,-0.108,0.82,0.141,-0.082,290.33362,38.72823,15.387,4.8376272441929125,3.395889236368837,25.401535749435425,1.1800852417945862
2,0,1,0,0,10.328035714,3.762e-06,174.581054,0.000306,0.281,0.04,-0.064,7.7915,0.0272,16918.0,31.8,13.28,3.64,-2.41,843.0,119.31,98.49,-48.58,636.8,5627.0,169.0,-169.0,4.359,0.18,-0.18,1.024,0.28,-0.186,287.69675,38.886452,15.646,4.819393875551424,3.0374397877527106,37.63667041063309,1.3896366357803345
1,0,0,0,0,143.2063047,0.0002348,154.23552,0.0013,0.379,0.073,-0.273,8.9302,0.0961,10566.0,82.4,8.9,0.82,-0.38,308.0,2.14,0.59,-0.35,138.8,5485.0,98.0,-120.0,4.556,0.014,-0.081,0.867,0.079,-0.037,285.28363,38.947281,15.403,4.78483264056929,3.181426480957693,25.458297595381737,1.1547810435295105
1,0,0,0,0,6.164876,4.635e-05,135.63916,0.00661,0.646,0.323,-0.43,3.262,0.186,55.8,4.3,0.79,0.13,-0.08,1021.0,256.35,109.03,-65.57,14.4,5854.0,105.0,-117.0,4.406,0.09,-0.11,1.012,0.154,-0.103,300.86398,44.337551,12.882,4.814080532673306,2.518503745432198,21.234678357839584,0.5078755021095276
1,0,0,0,0,60.32494216,3.207e-05,243.892578,0.000423,0.224,0.067,-0.146,6.6188,0.0327,20280.0,64.0,12.19,1.11,-0.52,411.0,6.77,1.89,-1.09,347.2,5485.0,98.0,-120.0,4.556,0.014,-0.081,0.867,0.079,-0.037,285.28363,38.947281,15.403,4.766198885875095,3.0667729090842637,29.906506404280663,0.7864028215408325
1,0,0,0,0,29.1598615,0.0002534,150.69922,0.00718,0.3619,0.0945,-0.3618,4.803,0.2,488.0,43.5,1.91,0.2,-0.07,524.0,17.85,5.61,-2.68,11.6,5485.0,99.0,-112.0,4.556,0.014,-0.094,0.867,0.092,-0.034,285.28363,38.947281,15.403,4.793665015355105,3.3498226581473767,25.02947388589382,1.384260356426239
2,0,0,1,1,1.540397253,2.702e-06,170.50479,0.0015,1.225,6.813,-0.101,2.1541,0.0846,816.1,25.7,25.69,7.44,-2.33,1470.0,1105.68,965.56,-306.98,38.8,5663.0,171.0,-188.0,4.53,0.036,-0.204,0.915,0.265,-0.083,286.92639,38.921631,15.974,4.820084992000339,2.7296552679290436,28.081531584262848,0.6239471435546875
2,0,0,1,1,2.99025443,1.168e-05,171.9834,0.00309,0.014,0.334,-0.014,5.414,0.113,589.2,14.1,1.7,0.1,-0.15,918.0,168.45,43.55,-45.45,48.5,4667.0,140.0,-154.0,4.578,0.048,-0.028,0.731,0.042,-0.063,287.74881,38.92955,15.842,4.831224308298277,3.1168410650166103,35.068651378154755,1.5141857862472534
1,0,0,0,0,1.594745374,1.13e-07,170.6483505,5.79e-05,0.514,0.022,-0.037,1.9604,0.0106,15044.0,20.3,11.3,3.09,-1.33,1539.0,1329.42,1067.75,-412.98,1009.3,5934.0,160.0,-178.0,4.491,0.065,-0.195,0.893,0.244,-0.105,285.21381,39.027481,15.53,4.826435518886078,2.532746883593254,29.34396070241928,0.5732900500297546
1,0,0,0,0,4.783002698,5.432e-06,170.508434,0.000943,0.003,0.425,-0.003,2.335,0.0332,1008.7,16.6,2.5,0.34,-0.19,886.0,145.48,66.39,-35.12,70.6,5170.0,155.0,-155.0,4.574,0.026,-0.097,0.807,0.111,-0.06,287.09399,39.060719,15.119,4.8354944640506545,3.6271751599981106,23.48244446516037,0.8165163993835449
1,0,0,0,0,20.50588921,3.206e-05,181.43428,0.00122,0.26,0.151,-0.26,4.0595,0.0481,2105.5,31.0,3.41,0.28,-0.31,518.0,17.06,5.47,-4.61,78.5,4905.0,148.0,-148.0,4.544,0.072,-0.044,0.761,0.063,-0.07,289.31543,39.153278,15.398,4.8003335785145484,2.7509689988296806,22.502916306257248,0.5024466514587402
1,0,0,0,0,3.340218842,3.177e-06,171.979062,0.00075,0.466,0.002,-0.437,1.9104,0.0318,1632.6,26.6,2.03,0.13,-0.17,656.0,43.73,9.67,-9.92,71.6,3950.0,70.0,-86.0,4.754,0.042,-0.031,0.493,0.033,-0.04,286.07913,39.27832,15.954,4.804430101489012,2.5003749147040804,22.360443353652954,0.35110801458358765
2,0,1,1,0,2.507089906,2.401e-06,171.002455,0.000835,1.255,16.5,-0.349,2.0067,0.0427,1339.2,24.7,30.26,9.57,-3.19,1326.0,730.47,699.82,-230.11,64.9,5926.0,184.0,-226.0,4.506,0.054,-0.216,0.939,0.297,-0.099,295.37805,40.493401,15.555,4.829163607319517,3.4836923434644493,36.23513877391815,1.7152283191680908
1,0,0,0,0,18.64932728,5.202e-05,174.771,0.00224,0.08,0.329,-0.08,4.4056,0.0687,893.6,20.9,3.12,0.47,-0.28,701.0,57.13,22.99,-12.26,46.1,5775.0,78.0,-78.0,4.405,0.066,-0.123,1.053,0.161,-0.094,290.46176,40.562462,15.386,4.796726762081754,3.1304267105736105,20.078368112444878,0.5083240270614624
1,0,0,0,0,4.90144976,1.07e-05,138.60548,0.00175,0.529,0.021,-0.46,4.1654,0.0585,140.7,2.9,1.7,0.08,-0.05,1262.0,598.74,84.12,-66.83,50.6,5847.0,64.0,-75.0,4.191,0.02,-0.018,1.402,0.063,-0.046,297.02826,48.208611,12.487,4.6823028475276525,2.9132359144824655,25.464726462960243,0.636457085609436
1,0,0,0,0,9.75192101,4.829e-05,138.78608,0.0036,0.949,0.028,-0.673,4.793,0.181,418.0,16.2,2.76,0.43,-0.24,870.0,135.66,54.6,-29.09,28.5,5775.0,78.0,-78.0,4.405,0.066,-0.123,1.053,0.161,-0.094,290.46176,40.562462,15.386,4.815020117320592,3.1396860796028614,19.905328273773193,0.7084500789642334
1,0,0,0,0,38.5576546,0.0001765,163.85063,0.00407,0.911,0.025,-0.663,5.794,0.199,993.0,26.8,4.02,0.62,-0.36,550.0,21.71,8.73,-4.66,39.7,5775.0,78.0,-78.0,4.405,0.066,-0.123,1.053,0.161,-0.094,290.46176,40.562462,15.386,4.813396718677999,3.085258169974867,21.212044030427933,0.7663232684135437
1,0,0,0,0,3.525632539,1.5e-07,170.0479951,3.33e-05,0.12,0.006,-0.084,2.59959,0.00079,22335.0,13.1,11.58,0.9,-0.48,975.0,213.12,50.79,-29.54,1996.7,5150.0,82.0,-82.0,4.572,0.02,-0.064,0.793,0.062,-0.033,290.58173,40.5774,15.224,4.767986482969617,2.9782020005367897,35.30609419941902,1.1334755420684814
0,0,0,0,0,34.84398644,4.036e-05,172.633252,0.00094,0.934,0.575,-0.031,2.9315,0.0702,4523.6,82.5,7.61,1.72,-0.91,511.0,16.1,11.1,-5.08,76.8,5509.0,166.0,-166.0,4.482,0.081,-0.15,0.871,0.196,-0.105,285.92001,39.624828,15.684,4.836072221417225,3.3424635315451834,25.86703598499298,1.122004210948944
1,0,0,0,0,7.748094239,7.553e-06,174.997206,0.000765,0.517,0.237,-0.325,3.5957,0.043,2472.1,25.7,5.52,1.7,-0.56,964.0,204.39,186.49,-63.82,113.2,5973.0,169.0,-232.0,4.439,0.052,-0.221,1.085,0.334,-0.111,294.4899,39.771439,15.67,4.844269427561431,3.3996001200336536,23.302151650190353,0.9890884160995483
1,0,0,0,0,23.96793669,9.249e-05,186.22182,0.00305,0.416,0.053,-0.416,3.827,0.113,1182.3,46.1,1.8,0.1,-0.15,329.0,2.77,0.58,-0.64,27.5,3747.0,75.0,-83.0,4.728,0.042,-0.025,0.524,0.03,-0.044,283.86639,39.898079,15.414,4.792953215963159,2.1101203616561075,21.360356509685516,0.3282504677772522
1,0,0,0,0,8.29561738,2.368e-05,135.79284,0.00219,0.888,0.062,-0.612,1.3421,0.0773,824.3,57.5,1.82,0.1,-0.15,469.0,11.39,2.4,-2.65,17.9,3747.0,75.0,-83.0,4.728,0.042,-0.025,0.524,0.03,-0.044,283.86639,39.898079,15.414,4.793142168699031,2.431725492879874,21.354247331619263,0.5572028756141663
1,0,0,0,0,8.11437482,1.092e-05,176.33968,0.00107,0.573,0.0,-0.468,2.2736,0.0447,1558.0,32.0,2.1,0.14,-0.16,460.0,10.55,2.46,-2.31,56.4,3692.0,73.0,-83.0,4.753,0.032,-0.039,0.517,0.035,-0.039,288.81201,40.033401,15.877,4.81378858536078,2.664220812961519,20.793422371149063,0.46357059478759766
2,0,1,0,0,38.036729482,3.484e-06,196.934947,7.16e-05,0.501,0.003,-0.005,4.34617,0.00645,82872.0,83.3,27.5,5.28,-2.27,500.0,14.81,8.85,-3.91,1300.0,5575.0,166.0,-183.0,4.521,0.038,-0.152,0.932,0.179,-0.077,294.14789,40.055538,15.472,4.836395357550109,3.253015179714441,38.52724248170853,1.3438997268676758
0,0,0,0,0,4.64090031,1.485e-05,173.64638,0.00261,1.28,0.098,-0.07,35.512,0.274,2450.6,11.7,30.09,5.79,-3.14,1155.0,421.08,257.38,-124.0,296.9,6463.0,205.0,-205.0,4.5,0.087,-0.163,0.826,0.159,-0.086,295.11371,40.071171,15.27,4.805293317009179,3.3946052194907517,72.43806946277618,1.6346824169158936
2,0,1,1,1,3.747838198,3.896e-06,171.66504,0.000902,1.121,1.104,-0.035,5.0642,0.0445,616.0,5.3,13.65,3.11,-1.04,1031.0,266.76,180.49,-62.76,138.2,5514.0,149.0,-149.0,4.569,0.029,-0.162,0.826,0.188,-0.063,291.06152,50.265129,13.496,4.826144497416645,2.467943989597763,33.79918730258942,1.149058222770691
1,0,0,0,0,14.74914825,2.174e-05,138.77799,0.00118,0.173,0.262,-0.173,6.0995,0.044,430.2,4.2,2.89,0.13,-0.1,874.0,137.91,19.38,-15.39,107.4,5847.0,64.0,-75.0,4.191,0.02,-0.018,1.402,0.063,-0.046,297.02826,48.208611,12.487,4.684383644638966,2.9540124510646484,25.378806427121162,0.49636316299438477
1,0,0,0,0,21.81295996,7.229e-05,174.01085,0.00261,0.053,0.394,-0.053,4.3791,0.091,1175.4,35.8,3.38,0.91,-0.49,639.0,39.33,31.88,-13.85,37.8,5601.0,166.0,-166.0,4.41,0.116,-0.188,0.999,0.269,-0.145,294.77686,40.15374,15.54,4.82188808685897,3.2933729248140704,24.367153078317642,0.73150634765625
2,0,1,0,0,7.91936937,2.04e-06,172.181092,0.000202,0.733,0.01,-0.011,3.3148,0.0209,15148.0,49.8,10.34,2.59,-0.87,814.0,104.0,77.2,-26.78,389.0,5690.0,154.0,-172.0,4.588,0.04,-0.16,0.776,0.195,-0.065,283.53845,40.217999,15.805,4.8378147517251415,3.0731152547997733,36.260078966617584,1.6672025918960571
0,0,0,0,0,1.028436523,7.05e-07,170.228582,0.00054,1.5734,0.2599,-0.3164,1.8606,0.034,8098.0,127.0,72.77,27.71,-8.6,1947.0,3400.48,3879.25,-1109.02,89.6,6228.0,183.0,-219.0,4.428,0.077,-0.272,0.99,0.377,-0.117,296.00699,40.295429,15.202,4.821731521926202,2.708950960444936,27.0075204372406,0.5308534502983093
0,0,0,0,0,15.37562369,1.017e-05,173.61402,0.000608,0.692,0.033,-0.066,3.3169,0.0645,15337.0,114.0,11.01,0.44,-0.82,600.0,30.54,4.61,-5.99,166.0,4986.0,79.0,-79.0,4.496,0.075,-0.025,0.833,0.033,-0.062,283.25354,40.358189,16.422,4.770237408986571,2.536269700333199,24.721520081162453,0.8909378051757812
1,0,0,0,0,8.10363271,2.032e-05,176.9486,0.00205,0.047,0.409,-0.047,3.161,0.0635,887.9,24.5,2.11,0.18,-0.2,687.0,52.82,16.3,-14.35,39.3,4861.0,131.0,-146.0,4.574,0.054,-0.041,0.732,0.062,-0.068,283.22141,40.421829,15.289,4.814963774266663,3.326969823939132,20.219203859567642,0.7205300331115723
1,0,0,0,0,4.71510843,1.941e-05,134.96178,0.00324,0.258,0.195,-0.258,2.506,0.103,417.5,22.0,1.46,0.12,-0.14,823.0,108.84,33.58,-29.57,21.3,4861.0,131.0,-146.0,4.574,0.054,-0.041,0.732,0.062,-0.068,283.22141,40.421829,15.289,4.817709386184314,3.2397993473301625,20.064471393823624,0.6734033823013306
1,0,0,0,0,6.365839713,8.06e-06,171.13575,0.001,0.524,0.009,-0.46,2.9721,0.0408,780.7,13.1,2.44,0.6,-0.21,914.0,165.33,121.73,-40.81,70.8,5776.0,155.0,-155.0,4.554,0.042,-0.168,0.849,0.212,-0.071,291.14951,40.420521,15.09,4.792472972921967,3.473153567570933,21.89492055773735,0.79588383436203
2,0,0,1,0,5.97581754,1.118e-05,174.77602,0.00137,0.941,0.017,-0.618,3.065,0.185,962.4,23.5,3.86,1.32,-0.44,1047.0,284.25,295.54,-90.93,50.3,6108.0,193.0,-214.0,4.471,0.054,-0.216,0.997,0.341,-0.114,294.22397,40.417858,15.546,4.8299869975104155,3.5413790474976277,26.577526181936264,1.0059115886688232
2,0,0,1,1,2.446737317,3.089e-06,170.66951,0.00104,1.241,1.295,-0.135,4.7211,0.0546,1177.9,12.7,26.25,6.9,-2.47,1261.0,597.19,461.45,-162.49,110.2,5764.0,154.0,-171.0,4.548,0.035,-0.184,0.863,0.227,-0.081,298.96112,40.862808,15.021,4.840416287659419,3.342370971505731,29.42004120349884,1.2438324689865112
1,0,0,0,0,3.04033046,3.37e-07,169.9490106,8.86e-05,0.736,0.013,-0.024,1.8411,0.0168,10859.0,25.8,8.99,0.8,-0.99,1021.0,257.29,86.59,-76.86,568.2,5035.0,151.0,-151.0,4.519,0.084,-0.063,0.791,0.071,-0.087,299.3161,40.82238,15.028,4.825777997914437,3.2599396618583265,25.919661968946457,1.2324855327606201
1,0,0,0,0,15.33528675,1.989e-05,174.00278,0.00103,0.773,0.006,-0.543,3.897,0.0771,3081.4,39.0,5.0,0.49,-0.18,610.0,32.67,9.96,-4.63,86.6,5251.0,105.0,-105.0,4.581,0.01,-0.085,0.817,0.08,-0.029,292.23676,41.08588,15.855,4.775116991652071,2.8218237337091763,18.681112751364708,0.4233052134513855
1,0,0,0,0,7.95825328,7.673e-05,137.80219,0.00767,0.706,0.237,-0.494,4.377,0.229,50.0,3.7,1.06,0.05,-0.04,1074.0,314.15,44.14,-35.07,14.7,5847.0,64.0,-75.0,4.191,0.02,-0.018,1.402,0.063,-0.046,297.02826,48.208611,12.487,4.68759000807293,2.9540124510646484,24.926432445645332,0.49636316299438477
1,0,0,0,0,31.33046135,3.977e-05,153.43031,0.00103,0.798,0.021,-0.043,5.176,0.102,5073.8,48.4,6.5,0.64,-0.23,481.0,12.61,3.84,-1.79,117.2,5251.0,105.0,-105.0,4.581,0.01,-0.085,0.817,0.08,-0.029,292.23676,41.08588,15.855,4.783364416764859,2.9606763169182657,19.52301001548767,0.44356709718704224
2,0,1,0,0,3.9043425,1.339e-06,173.393734,0.000266,0.709,0.011,-0.015,3.831,0.0271,16228.0,62.1,12.28,3.56,-1.19,1104.0,351.05,298.42,-97.69,323.4,5810.0,157.0,-175.0,4.526,0.05,-0.2,0.898,0.26,-0.087,294.05676,40.549679,15.016,4.844635044184145,2.7734344414660064,30.304195880889893,0.5152409076690674
2,0,1,0,0,9.286358079,5.46e-07,171.8214689,4.5e-05,0.377,0.009,-0.009,3.49949,0.00533,44791.0,32.8,17.61,4.05,-1.87,796.0,95.03,66.72,-27.73,1671.1,5670.0,169.0,-169.0,4.523,0.066,-0.154,0.821,0.189,-0.087,294.74396,40.53392,15.365,4.840632818835335,3.308908540589721,34.69279998540878,1.3990002870559692
2,0,1,0,0,3.951405455,2.258e-06,173.276125,0.000454,1.276,6.027,-0.214,2.1862,0.0267,2453.9,25.2,31.44,8.94,-2.96,1133.0,388.71,333.12,-106.59,117.2,6046.0,182.0,-182.0,4.539,0.048,-0.204,0.869,0.247,-0.082,295.50439,40.505489,15.446,4.840478841430162,2.3767097552708005,31.360400438308716,0.4024292230606079
1,0,0,0,0,23.65369415,1.748e-05,171.376107,0.000603,0.008,0.169,-0.008,8.2183,0.021,3341.8,13.2,7.89,1.38,-1.52,731.0,67.65,33.37,-26.59,266.3,5739.0,114.0,-103.0,4.191,0.162,-0.108,1.384,0.242,-0.266,287.89713,40.637821,15.084,4.76700746172831,3.480767965723526,23.350209787487984,0.8743323087692261
1,0,0,0,0,13.23352214,4.503e-05,140.32196,0.00275,0.014,0.399,-0.014,6.7372,0.0875,504.6,10.8,3.06,0.54,-0.58,888.0,146.67,72.35,-57.65,49.1,5739.0,114.0,-103.0,4.191,0.162,-0.108,1.384,0.242,-0.266,287.89713,40.637821,15.084,4.738790058232405,3.3274366091968846,20.421744406223297,0.6237034797668457
1,0,0,0,0,6.15560285,2.704e-05,134.81656,0.00345,0.235,0.204,-0.235,4.9843,0.0994,285.0,8.6,2.32,0.4,-0.45,1146.0,406.94,200.73,-159.95,35.1,5739.0,114.0,-103.0,4.191,0.162,-0.108,1.384,0.242,-0.266,287.89713,40.637821,15.084,4.754805015915696,2.879762893458071,20.783747613430023,0.47824525833129883
1,0,0,0,0,2.090811305,9.571e-06,134.17462,0.00398,0.746,0.053,-0.521,3.388,0.106,115.9,6.4,1.62,0.28,-0.32,1642.0,1718.04,847.46,-675.28,19.9,5739.0,114.0,-103.0,4.191,0.162,-0.108,1.384,0.242,-0.266,287.89713,40.637821,15.084,4.778332233497753,3.1425929396087215,22.23693598806858,0.5753175020217896
1,0,0,0,0,3.180027898,7.278e-06,133.49863,0.00181,0.196,0.242,-0.196,3.5797,0.0558,120.3,2.7,1.53,0.07,-0.05,1458.0,1066.86,149.88,-119.09,50.4,5847.0,64.0,-75.0,4.191,0.02,-0.018,1.402,0.063,-0.046,297.02826,48.208611,12.487,4.6848754276274445,2.557545767539051,24.77080012857914,0.6232317686080933
1,0,0,0,0,50.4467417,0.0006505,178.5014,0.0103,0.379,0.111,-0.378,7.159,0.247,370.3,20.1,2.67,0.47,-0.51,568.0,24.64,12.16,-9.68,19.4,5739.0,114.0,-103.0,4.191,0.162,-0.108,1.384,0.242,-0.266,287.89713,40.637821,15.084,4.789567757158156,3.6192962201176124,24.015027940273285,1.0569871664047241
1,0,0,0,0,11.76307164,2.035e-05,180.93613,0.0013,0.048,0.393,-0.048,2.9076,0.05,1037.3,23.9,2.35,0.17,-0.08,616.0,33.99,8.24,-4.84,48.9,4959.0,99.0,,4.603,0.011,-0.06,0.756,0.054,-0.027,294.20215,40.66341,15.208,4.741318074733509,2.8458322589634464,18.100270226597786,0.3114727735519409
